author;contributors;created_at;description;description2;industry;language_primary;languages;license;link;ml_detected;ml_libs;ml_tags;ml_terms;name;pushed_at;scraped_at;stars;stars_score;title;type
RohithYogi;3;2018-11-17 15:11:44;http://archive.ics.uci.edu/ml/index.html;Student achievement in secondary education.;Education & Research;Jupyter Notebook;['Jupyter Notebook: 99.2%', 'Python: 0.8%'];;https://github.com/RohithYogi/Student-Performance-Prediction;1.0;['keras', 'sklearn', 'xgboost'];['Classification', 'Decision Tree', 'LSTM', 'Logistic Regression', 'Random Forest', 'Regression'];['classif', 'model', 'predict', 'regression'];Student Performance 3;2020-01-25 13:05:15;2020-10-31 00:31:12;1;0.099;Student-Performance-Prediction;Student
roshetty;0;2018-01-19 05:11:55;# Supporting-Emergency-Room-Decision-Making-with-Relevant-Scientific-Literature #### Supervised by: Yassine Benajiba #### Course: Introduction to Statistical NLP #### School: The George Washington University ## Motivation and Problem Statement Our goal in this assignment was to provide healthcare providers (HCPs) with automated access to article;Supporting emergency room decision making;Emergency & Relief;Jupyter Notebook;['Jupyter Notebook: 83.0%', 'Python: 17.0%'];;https://github.com/roshetty/Supporting-Emergency-Room-Decision-Making-with-Relevant-Scientific-Literature;1.0;['gensim', 'nltk'];['NLP'];['NLP'];Emergency Room;2018-01-19 05:17:04;2020-10-31 00:32:00;5;0.236;Supporting-Emergency-Room-Decision-Making-with-Relevant-Scientific-Literature;Preventative and Reactive
rphaneendra;0;2018-04-10 05:42:29;Millions of developers and companies build, ship, and maintain their software on GitHub  the largest and most advanced development platform in the world.;NLP to recommend restaurants with similar menus;Accommodation & Food;Jupyter Notebook;['Jupyter Notebook: 82.6%', 'HTML: 12.7%', 'CSS: 2.8%', 'Python: 1.9%'];;https://github.com/rphaneendra/Menu-Similarity;1.0;['nltk', 'sklearn'];['ML'];['NLP'];Menu Recommendation;2018-04-10 06:04:13;2020-10-30 23:37:08;0;0.0;Menu-Similarity;Restaurant
rshea3;0;2019-02-21 01:56:11;Looking for factors indicating fraud using insurance claims data.;Predictive models to determine which automobile claims are fraudulent.;Banking & Insurance;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/rshea3/alpha-insurance;1.0;['sklearn', 'statsmodels'];['Classification', 'Decision Tree', 'Gradient Boosting', 'Logistic Regression', 'ML', 'NN', 'Regression'];['decision tree', 'detect', 'model', 'neural network', 'predict', 'regression'];Claim Fraud;2019-02-21 01:59:16;2020-10-30 23:43:10;2;0.152;alpha-insurance;Insurance and Risk
ryanschaub;0;2018-03-11 17:56:07;Independent exploration project on U.S. Mexican Border wall, apprehensions, and staffing data publicly released by U.S. Border Patrol and Security. Visualization, statistical analysis, and linear regression are carried out to tell a story.;Independent exploration project on U.S. Mexican Border wall;Government and Public Works;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/ryanschaub/The-U.S.-Mexican-Border-Wall-and-Staffing-A-Statistical-Approach-;1.0;['pattern'];['Linear Regression', 'Regression'];['predict'];Staffing Wall;2018-03-11 18:30:44;2020-10-31 00:51:09;1;0.099;The-U.S.-Mexican-Border-Wall-and-Staffing-A-Statistical-Approach-;Social Policies
sa7mon;0;2019-06-12 18:02:28;Venmo trasaction dataset for data analysis/visualization/anything;Venmo trasaction dataset for data analysis/visualization/;Banking & Insurance;;[];;https://github.com/sa7mon/venmo-data;0.2;[];[];['ML'];Venmo Data;2020-08-11 21:04:03;2020-10-30 23:42:33;153;0.53;venmo-data;Consumer Financial
sacul-git;2;2018-10-19 23:02:25;Package for calculating animal dominance hierarchies;Package for calculating animal dominance hierarchies.;Biotechnological & Life Sciences;Jupyter Notebook;['Jupyter Notebook: 94.3%', 'Python: 5.7%'];GPL-3.0;https://github.com/sacul-git/hierarpy;0.5;[];['Classification'];['rank'];Animal Hierarchy;2018-12-11 18:42:32;2020-10-31 00:20:34;2;0.152;hierarpy;Life-sciences
SaiBiswas;0;;A Text Mining Project to classify the data into different categories based on the given inputs;Bank Grievance Compliance Management.;Banking & Insurance;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/SaiBiswas/Bank-Grievance-Compliance-Management/;1.0;['nltk', 'sklearn', 'textblob'];['Classification', 'Logistic Regression', 'Random Forest', 'Regression'];['NN', 'RNN', 'classif', 'fit', 'label', 'logistic regression', 'lstm', 'model', 'predict', 'random forest', 'regression', 'test data', 'train'];Compliance;2020-03-31 07:37:12;2020-10-31 00:20:11;;0.0;Bank-Grievance-Compliance-Management;Insurance and Risk
saisrivatsan;2;2019-01-17 17:11:24;Implementation of Optimal Auctions through Deep Learning;Optimal auctions using deep learning.;Economics;Jupyter Notebook;['Jupyter Notebook: 74.8%', 'Python: 25.2%'];MIT;https://github.com/saisrivatsan/deep-opt-auctions;1.0;['keras', 'tensorflow'];['AI', 'NN', 'ReLu'];['deep learning', 'train'];Auctions;2019-11-24 22:06:15;2020-10-31 00:30:23;47;0.44;deep-opt-auctions;Machine Learning
samarthiith;0;2019-03-20 08:34:47;Code and Data for the analysis of generation adequacy implication of Germany's coal phase out;Generation adequacy issues with Germany’s coal phaseout.;Utilities;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/samarthiith/DE_CoalPhaseOut;0.2;[];[];['loss', 'recommend', 'test data'];Coal Phase Out;2020-02-19 09:45:36;2020-10-31 01:01:55;0;0.0;DE_CoalPhaseOut;Coal, Oil & Gas
Samimust;0;2017-02-23 11:40:40;Data Wrangling, EDA, Feature Engineering, Model Selection, Regression, Binary and Multi-class Classification (Python, scikit-learn);Time-To-Failure (TTF) or Remaining Useful Life (RUL);Manufacturing;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/Samimust/predictive-maintenance;1.0;['sklearn'];['CV', 'Classification', 'Decision Tree', 'KNN', 'Linear Regression', 'Logistic Regression', 'ML', 'NN', 'Naive Bayes', 'Random Forest', 'Regression'];['classif', 'ground truth', 'machine learning', 'model', 'predict', 'regression', 'test data', 'train', 'training data'];Predictive Maintenance 2;2017-08-06 15:43:59;2020-10-31 00:44:07;113;0.509;predictive-maintenance;Maintenance
sanatasy;0;2019-02-12 17:10:48;Restaurant location recommender;Restaurant location recommendation tool and analysis;Accommodation & Food;Jupyter Notebook;['Jupyter Notebook: 95.7%', 'Python: 2.1%', 'HTML: 2.1%', 'Other: 0.1%'];MIT;https://github.com/sanatasy/Restaurant_Risk;1.0;['sklearn'];['AI', 'Linear Regression', 'ML', 'Random Forest', 'Regression'];['model', 'predict', 'random forest', 'regression'];Location Recommendation;2020-04-07 20:40:05;2020-10-30 23:34:51;1;0.099;Restaurant_Risk;Restaurant
sarachmax;0;;Millions of developers and companies build, ship, and maintain their software on GitHub  the largest and most advanced development platform in the world.;redicting market crashes using an LPPL model.;Finance;Jupyter Notebook;['Jupyter Notebook: 97.9%', 'Python: 2.1%'];;https://github.com/sarachmax/MarketCrashes_Prediction/;0.8;['sklearn', 'tensorflow'];['Clustering'];[];Market Crash Prediction;2019-02-13 16:48:00;2020-10-31 00:36:53;;0.0;MarketCrashes_Prediction;Trading & Investment
SarahMestiri;0;2017-12-14 23:06:12;Studying Online Retail Dataset and getting insights from it;Studying Online Retail Dataset and getting insights from it.;Wholesale & Retail;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/SarahMestiri/online-retail-case;1.0;['pattern', 'sklearn'];['Classification', 'Clustering', 'DL', 'K-Means', 'Logistic Regression', 'ML', 'Regression'];['classif', 'clustering', 'k-means'];Retail Analysis;2018-01-27 21:02:33;2020-10-31 01:07:39;24;0.383;online-retail-case;Retail
Sardhendu;0;2018-02-15 06:04:36;Classifying the type of property given Real Estate, satellite and Street view Images;Classifying the type of property given Real Estate, satellite and Street view Images;Real Estate, Rental & Leasing;Jupyter Notebook;['Jupyter Notebook: 99.7%', 'Python: 0.3%'];;https://github.com/Sardhendu/PropertyClassification;1.0;['imutils', 'keras', 'pattern', 'skimage', 'sklearn', 'tensorflow'];['AI', 'ANN', 'CV', 'Classification', 'Clustering', 'GRU', 'K-Means', 'ML', 'NN', 'RL', 'ReLu', 'ResNet', 'VGG'];['AI', 'autoencoder', 'classif', 'clustering', 'deep learning', 'epoch', 'fit', 'k-means', 'label', 'layer', 'loss', 'model', 'neural network', 'neuron', 'predict', 'recogn', 'resnet', 'test data', 'train', 'training data', 'vgg'];Real Estate Classification;2018-05-20 02:01:42;2020-10-31 00:57:49;11;0.311;PropertyClassification;Real Estate
scngo;0;2018-12-15 01:37:54;Insight Data Science project;Time series analysis of ambulance dispatches in the City of San Diego.;Emergency & Relief;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/scngo/SD-ambulance-allocation;1.0;['keras', 'sklearn', 'statsmodels'];['AI', 'Classification', 'LSTM', 'NN'];['NN', 'RNN', 'label', 'lstm', 'model', 'neuron'];Ambulance Allocation;2018-12-15 02:11:22;2020-10-31 00:35:22;1;0.099;SD-ambulance-allocation;Ambulance:
sdasadia;0;2017-06-29 18:51:29;Oil & Natural Gas prie prediction using ARIMA & Neural Networks;Oil & Natural Gas price prediction using ARIMA & Neural Networks;Utilities;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/sdasadia/Oil-Natural-Gas-Price-Prediction;0.8;['keras', 'pattern', 'sklearn', 'statsmodels'];['AI', 'LSTM', 'Linear Regression', 'ML', 'NN', 'RNN', 'ReLu', 'Regression'];[];Oil & Gas;2017-07-09 20:27:25;2020-10-31 01:02:00;14;0.334;Oil-Natural-Gas-Price-Prediction;Coal, Oil & Gas
SeanMcOwen;0;2017-05-06 02:39:05;Millions of developers and companies build, ship, and maintain their software on GitHub  the largest and most advanced development platform in the world.;Source code notebooks basic finance applications.;Finance;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/SeanMcOwen/FinanceAndPython.com-BasicFinance;0.0;[];[];[];Basic Finance;2017-06-21 04:04:10;2020-10-31 00:37:46;8;0.281;FinanceAndPython.com-BasicFinance;Trading & Investment
SeanMcOwen;0;2017-07-21 02:12:51;Millions of developers and companies build, ship, and maintain their software on GitHub  the largest and most advanced development platform in the world.;Project to cluster industries according to financial attributes.;Finance;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/SeanMcOwen/FinanceAndPython.com-ClusteringIndustries;1.0;['sklearn', 'statsmodels'];['Regression'];['clustering'];Industry Clustering;2017-07-23 02:53:37;2020-10-31 00:36:31;4;0.214;FinanceAndPython.com-ClusteringIndustries;Trading & Investment
SeanMcOwen;0;2017-08-24 00:11:37;Millions of developers and companies build, ship, and maintain their software on GitHub  the largest and most advanced development platform in the world.;Basic forward contracts and hedging.;Finance;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/SeanMcOwen/FinanceAndPython.com-Derivatives;0.0;[];[];[];Basic Derivatives;2017-10-13 01:32:24;2020-10-31 00:37:44;3;0.188;FinanceAndPython.com-Derivatives;Trading & Investment
SeanMcOwen;0;2017-08-02 21:52:19;Millions of developers and companies build, ship, and maintain their software on GitHub  the largest and most advanced development platform in the world.;Basic investment tools in python.;Finance;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/SeanMcOwen/FinanceAndPython.com-Investments;0.3;[];['AI', 'CV', 'DL', 'ML', 'NN', 'RL'];[];Basic Investments;2017-08-17 03:24:53;2020-10-31 00:37:42;7;0.268;FinanceAndPython.com-Investments;Trading & Investment
sekhansen;0;;Text Mining Illustration with Bank of England minutes data;Textual analysis over bank minutes.;Banking & Insurance;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/sekhansen/mpc_minutes_demo/;0.8;['vocabulary'];['Regression', 'Supervised Learning'];[];Bank of England Minutes;2019-01-30 17:54:47;2020-10-31 00:19:49;;0.0;mpc_minutes_demo;Management and Operations
Semionn;0;2016-05-09 10:10:02;Millions of developers and companies build, ship, and maintain their software on GitHub  the largest and most advanced development platform in the world.;JB wholesale distribution analysis.;Wholesale & Retail;Jupyter Notebook;['Jupyter Notebook: 96.0%', 'Python: 4.0%'];GPL-3.0;https://github.com/Semionn/JB-wholesale-distribution-analysis;1.0;['sklearn', 'statsmodels'];['AI', 'CV', 'Classification', 'Clustering', 'GRU', 'RL', 'Regression'];['model'];Distribution;2016-06-16 13:26:23;2020-10-31 01:07:30;2;0.152;JB-wholesale-distribution-analysis;Wholesale
Senkichi;6;2019-03-22 01:32:25;Millions of developers and companies build, ship, and maintain their software on GitHub  the largest and most advanced development platform in the world.;We used 4 different algorithms to predict the likelihood of future fires.;Emergency & Relief;Jupyter Notebook;['Jupyter Notebook: 93.0%', 'JavaScript: 3.8%', 'HTML: 1.5%', 'R: 1.4%', 'Other: 0.3%'];;https://github.com/Senkichi/The_Catastrophe_Coefficient;1.0;['keras', 'sklearn'];['CNN', 'Classification', 'NN', 'ReLu', 'Regression'];['KNN', 'NN', 'logistic regression', 'machine learning', 'model', 'neural network', 'predict', 'random forest', 'regression', 'train'];Fire Prediction;2019-10-21 18:31:09;2020-10-31 00:36:16;1;0.099;The_Catastrophe_Coefficient;Disaster Management
sentinel-hub;2;2018-12-03 11:33:24;Monitoring water levels of lakes and reservoirs using satellite imagery;Monitoring water levels of lakes and reservoirs using satellite imagery.;Utilities;Jupyter Notebook;['Jupyter Notebook: 98.8%', 'Python: 1.2%'];MIT;https://github.com/sentinel-hub/water-observatory-backend;1.0;['skimage'];['RL'];['fit'];Water Observatory;2019-11-02 20:12:38;2020-10-31 01:03:04;51;0.447;water-observatory-backend;Water & Pollution
sharmaroshan;0;2019-04-10 17:27:40;Mining Student's Performances through their results in final and intermediate exams using Machine Learning;Mining student performance using machine learning.;Education & Research;Jupyter Notebook;['Jupyter Notebook: 100.0%'];GPL-3.0;https://github.com/sharmaroshan/Education-Process-Mining;1.0;['sklearn'];['Clustering', 'K-Means', 'Regression'];['artificial neural network', 'label', 'machine learning', 'neural network', 'train'];Student Performance;2019-04-17 17:28:06;2020-10-31 00:31:03;10;0.302;Education-Process-Mining;Student
sharmaroshan;0;;In this Data set we are Predicting the Insurance Claim by each user, Machine Learning algorithms for Regression analysis are used and Data Visualization are also performed to support Analysis.;Predicting medical insurance claims.;Banking & Insurance;Jupyter Notebook;['Jupyter Notebook: 100.0%'];GPL-3.0;https://github.com/sharmaroshan/Insurance-Claim-Prediction/;1.0;['sklearn'];['Linear Regression', 'Random Forest', 'Regression'];['label', 'machine learning', 'predict', 'regression'];Medical Insurance Claims;2019-04-20 13:04:39;2020-10-31 00:20:06;;0.0;Insurance-Claim-Prediction;Insurance and Risk
sharmaroshan;0;2019-03-31 11:36:09;Analyzing the Online Transactions in UK and the countries who are purchase stuff from them and analyzing the reviews from them using NLP and Machine Learning;Analyzing the Online Transactions in UK;Wholesale & Retail;Jupyter Notebook;['Jupyter Notebook: 100.0%'];GPL-3.0;https://github.com/sharmaroshan/Online-Retail-Transactions-of-UK;0.2;[];[];['NLP', 'classif', 'clustering', 'label', 'machine learning'];Online Insights;2019-03-31 11:41:55;2020-10-31 01:07:45;7;0.268;Online-Retail-Transactions-of-UK;Retail
sharmaroshan;0;2019-03-31 13:08:31;Anamoly Detection for Detecting Defected Manufactured Semi-Conductors, as in this case of Classification, the Defected Chips would be very less in comparison to perfect Chips so we have apply either Over-Sampling or Under-Sampling.;Detecting Defects;Manufacturing;Jupyter Notebook;['Jupyter Notebook: 100.0%'];GPL-3.0;https://github.com/sharmaroshan/SECOM-Detecting-Defected-Items;1.0;['pattern', 'sklearn', 'xgboost'];['Anomaly Detection', 'CV', 'Classification', 'Decision Tree', 'Gradient Boosting', 'KNN', 'ML', 'NN', 'Naive Bayes', 'Random Forest', 'Support Vector Machines'];['classif', 'detect', 'label', 'machine learning', 'model', 'predict'];Detecting Defects;2019-05-20 19:51:37;2020-10-31 00:44:19;14;0.334;SECOM-Detecting-Defected-Items;Failure
sharmaroshan;0;2019-03-31 05:15:50;Students Performance Evaluation using Feature Engineering, Feature Extraction, Manipulation of Data, Data Analysis, Data Visualization and at lat applying Classification Algorithms from Machine Learning to Separate Students with different grades;Students Performance Evaluation using Feature Engineering;Education & Research;Jupyter Notebook;['Jupyter Notebook: 100.0%'];GPL-3.0;https://github.com/sharmaroshan/Students-Performance-Analytics;1.0;['sklearn'];['Classification', 'Logistic Regression', 'Random Forest', 'Regression'];['classif', 'label', 'machine learning'];Student Performance 4;2020-06-11 05:17:17;2020-10-31 00:31:15;10;0.302;Students-Performance-Analytics;Student
sharmaroshan;0;2019-03-31 10:47:50;Comparing Top food and feed Producers around the globe and also seeking some interesting answers, solutions, patterns, hints and warnings through the power of Data Analysis and Data Visualization using Machine Learning.;Comparing Top food and feed Producers around the globe.;Government and Public Works;Jupyter Notebook;['Jupyter Notebook: 100.0%'];GPL-3.0;https://github.com/sharmaroshan/World-Food-Production;1.0;['sklearn'];['AI', 'CV', 'Clustering', 'DL', 'K-Means', 'ML', 'NN', 'RL'];['label', 'machine learning'];World Food Production;2019-06-16 08:51:22;2020-10-31 00:49:58;10;0.302;World-Food-Production;Social Policies
shayanray;2;;GlassBox at MIT PolicyHackathon 2019. Bringing transparency and auditability to recidivism risk-assessment and parole/pre-trial decision-making process.;Transparency and audibility to recidivism risk assessment;Government and Public Works;Jupyter Notebook;['Jupyter Notebook: 92.7%', 'Python: 7.3%'];;https://github.com/shayanray/GlassBox/;1.0;['sklearn'];['AI', 'CV', 'Classification', 'ML', 'ReLu', 'Regression'];['AI', 'ML', 'artificial intelligence', 'recommend', 'train'];Recidivism Prediction;2019-04-21 23:56:26;2020-10-31 00:49:44;;0.0;GlassBox;Social Policies
shivangchopra11;3;2018-10-25 12:44:00;Millions of developers and companies build, ship, and maintain their software on GitHub  the largest and most advanced development platform in the world.;ATM Surveillance in banks use case.;Banking & Insurance;Jupyter Notebook;['Jupyter Notebook: 96.7%', 'Python: 3.3%'];;https://github.com/shivangchopra11/InfyHack;1.0;['imutils', 'keras', 'tensorflow'];['CV', 'Classification'];['AI', 'CNN', 'ML', 'NN', 'detect', 'lstm', 'model', 'recogn'];ATM Surveillance;2018-11-12 15:02:29;2020-10-30 23:44:51;6;0.253;InfyHack;Physical
Shomona;0;;Use supervised learning to predict which banks will fail in 2010;Predicting bank failure.;Banking & Insurance;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/Shomona/Bank-Failure-Prediction/;1.0;['sklearn'];['Classification', 'Logistic Regression', 'Regression'];['fit', 'model', 'predict'];Bank Failure;2019-02-16 20:24:20;2020-10-31 00:20:09;;0.0;Bank-Failure-Prediction;Insurance and Risk
Shreyas3108;0;2017-06-20 08:17:32;Predicting house prices using Linear Regression and GBR;Predicting house prices using Linear Regression and GBR;Real Estate, Rental & Leasing;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/Shreyas3108/house-price-prediction;1.0;['sklearn'];['Regression'];['gradient boosting', 'linear regression', 'model', 'predict', 'regression'];House Price;2020-10-02 05:31:53;2020-10-31 00:57:52;142;0.525;house-price-prediction;Real Estate
siddhantmaharana;0;2018-12-28 16:58:29;The notebook uses several text mining techniques to extract essential features from a corpus of legal documents and then uses these features to answer several research questions and identify the driving factors that influence the FINRA arbitration decisions.;Identify the driving factors that influence the FINRA arbitration decisions.;Justice, Law and Regulations;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/siddhantmaharana/text-analysis-on-FINRA-docs;0.5;[];['Regression'];['regression'];Driving Factors FINRA;2018-12-28 17:17:31;2020-10-31 00:42:24;0;0.0;text-analysis-on-FINRA-docs;Policy and Regulatory
SiddheshAcharekar;0;2018-07-19 13:19:58;Liveright is a roommate recommendation system for students seeking accommodation and roommates near their university.;A system for students seeking roommates;Accommodation & Food;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/SiddheshAcharekar/Liveright;0.7;['sklearn'];[];['recommend'];Roommate Recommendation;2018-08-31 12:11:48;2020-10-30 23:38:51;1;0.099;Liveright;Accomodation
sierraporta;0;2019-05-06 06:52:59;Correlation study between dependent and independent variables for measure of Free-Surface energy and several variables of chemical composition for asphalt binders. Based on data: Wei, J., Dong, F., Li, Y., & Zhang, Y. (2014). Relationship analysis between surface free energy and chemical composition of asphalt binder. Construction and Building M;Construction materials, free energy and chemical composition of asphalt binder.;Construction & Engineering;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/sierraporta/asphalt_binder;0.8;['sklearn', 'statsmodels'];['Decision Tree', 'Linear Regression', 'ML', 'Random Forest', 'Regression'];[];Asphalt Binder;2019-05-06 06:57:25;2020-10-31 00:29:32;0;0.0;asphalt_binder;Material Science
sky-t;0;2016-12-12 06:47:55;Work related to Hack Oregon Emergency Response Team;Emergency response analysis.;Emergency & Relief;Jupyter Notebook;['Jupyter Notebook: 99.9%', 'Shell: 0.1%'];;https://github.com/sky-t/hack-or-emergency-response;0.3;[];['AI', 'NER', 'NN'];[];Emergency Response;2017-03-02 17:16:29;2020-10-31 00:32:32;3;0.188;hack-or-emergency-response;Preventative and Reactive
slegroux;0;;predict insurance claim denial;Predicting insurance claim denial;Banking & Insurance;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/slegroux/claimdenial/;1.0;['sklearn', 'statsmodels'];['CV', 'Classification', 'Logistic Regression', 'ML', 'Random Forest', 'Regression'];['predict'];Claim Denial;2016-06-20 17:37:35;2020-10-31 00:20:07;;0.0;claimdenial;Insurance and Risk
staceb;2;2018-04-30 09:00:11;Millions of developers and companies build, ship, and maintain their software on GitHub  the largest and most advanced development platform in the world.;Charity exploration and machine learning.;Government and Public Works;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/staceb/charities_in_the_united_states;0.0;[];[];[];US Charities;2018-04-30 09:01:09;2020-10-31 00:52:15;0;0.0;charities_in_the_united_states;Charities
starfoe;0;2018-04-29 20:57:39;This project will help people find the favorite lodging during their travel, based on images or some descriptions they upload.;Find your preferred lodging by uploading an image;Accommodation & Food;Jupyter Notebook;['Jupyter Notebook: 99.9%', 'Other: 0.1%'];Apache-2.0;https://github.com/starfoe/Eye-bnb;1.0;['sklearn'];['CV', 'ML', 'RL'];['CNN', 'CV', 'NN', 'RL', 'clustering', 'filter', 'label', 'layer', 'model', 'recogn', 'recommend', 'train'];Reverse Image Lodging;2018-12-04 22:07:28;2020-10-30 23:39:41;4;0.214;Eye-bnb;Accomodation
stratospark;0;2017-01-23 03:14:51;Food Classification with Deep Learning in Keras / Tensorflow;Classification using Keras;Accommodation & Food;Jupyter Notebook;['Jupyter Notebook: 99.9%', 'Other: 0.1%'];MIT;https://github.com/stratospark/food-101-keras;1.0;['keras', 'sklearn', 'tensorflow'];['AI', 'CNN', 'CV', 'Classification', 'DL', 'ML', 'NN', 'Random Forest', 'ReLu', 'ResNet'];['CNN', 'DL', 'ML', 'NN', 'RL', 'classif', 'computer vision', 'convolutional neural network', 'deep learning', 'epoch', 'fit', 'gradient descent', 'image classification', 'label', 'layer', 'loss', 'model', 'neural network', 'predict', 'random forest', 'recogn', 'recommend', 'resnet', 'train'];Food Classification;2017-03-22 22:20:58;2020-10-30 23:31:49;640;0.621;food-101-keras;Food
surajmall;0;;Making agriculture smart agriculture;Notebooks from agricultural assistant;Agriculture;Jupyter Notebook;['Jupyter Notebook: 85.6%', 'HTML: 6.1%', 'JavaScript: 5.6%', 'CSS: 2.3%', 'PHP: 0.4%'];;https://github.com/surajmall/Agriculture-Assistant/;0.8;['keras', 'sklearn', 'tensorflow'];['ANN', 'Classification', 'NN', 'ReLu', 'Regression', 'VGG'];[];Assistant;2018-07-23 13:49:45;2020-10-31 00:18:51;;0.0;Agriculture-Assistant;Development
sushant2811;0;;Natural Language Processing on school-budget data to predict accurate labels for expenditure category;Budget classification.;Education & Research;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/sushant2811/SchoolBudgetData/;1.0;['nltk', 'pattern', 'sklearn'];['Classification', 'ML', 'NLP', 'Regression'];['classif', 'label', 'model', 'natural language processing', 'predict'];Budget NLP 3;2018-07-22 23:48:29;2020-10-31 00:31:56;;0.0;SchoolBudgetData;School
t-davidson;2;2017-03-01 18:13:12;"Repository for the paper ""Automated Hate Speech Detection and the Problem of Offensive Language"", ICWSM 2017";"Repository for the paper ""Automated Hate Speech Detection and the Problem of Offensive Language""";Justice, Law and Regulations;Jupyter Notebook;['Jupyter Notebook: 96.1%', 'Python: 3.9%'];MIT;https://github.com/t-davidson/hate-speech-and-offensive-language;1.0;['nltk', 'pattern', 'sklearn', 'vocabulary'];['CV', 'Classification', 'RL', 'Regression'];['AI', 'classif', 'detect', 'label', 'predict'];Hate Speech and Offense;2020-07-23 18:47:12;2020-10-31 00:42:16;507;0.607;hate-speech-and-offensive-language;Policy and Regulatory
talmo;4;2018-05-25 02:15:50;LEAP is now deprecated -- check out its successor SLEAP!;Estimating animal poses using DL.;Biotechnological & Life Sciences;MATLAB;['MATLAB: 87.3%', 'Python: 12.6%', 'Shell: 0.1%'];Apache-2.0;https://github.com/talmo/leap;1.0;['keras', 'opencv-python', 'tensorflow'];['CNN', 'NN', 'ReLu'];['CV', 'ML', 'NN', 'computer vision', 'deep learning', 'detect', 'label', 'machine learning', 'model', 'neural network', 'predict', 'recommend', 'train', 'training data'];Pose;2020-06-01 17:07:46;2020-10-30 23:47:45;182;0.542;leap;General
tanoybhattacharya;0;2019-04-09 21:12:30;This data is from Montgomery County in Pennsylvania State of USA. 911 is most important social security feature of USA. It is the no. which citizens can call in case of any emergencies such as crime, medical, traffic, fire etc.As a data analyst you have to analyze and visualize the data and answer the question in section;911 data analysis.;Emergency & Relief;Jupyter Notebook;['Jupyter Notebook: 100.0%'];;https://github.com/tanoybhattacharya/911-Data-Analysis;0.0;[];[];[];Calls Data Analysis;2019-04-09 21:16:55;2020-10-31 00:32:55;1;0.099;911-Data-Analysis;Preventative and Reactive
tecoevo;2;2018-06-12 08:41:20;Supplementary Material of Bargus-Ribera & Gokhale, agriculture project;Eco-evolutionary dynamics.;Agriculture;Jupyter Notebook;['Jupyter Notebook: 100.0%'];GPL-3.0;https://github.com/tecoevo/agriculture;0.7;['pattern'];[];['fit', 'model'];Eco-evolutionary;2019-10-17 16:32:53;2020-10-30 23:41:28;2;0.152;agriculture;Development
TiesdeKok;0;;This repository provides everything to get started with Python for Text Mining / Natural Language Processing (NLP);Comprehensive NLP techniques for accounting research.;Accounting;Jupyter Notebook;['Jupyter Notebook: 99.9%', 'Shell: 0.1%'];;https://github.com/TiesdeKok/Python_NLP_Tutorial/;1.0;['gensim', 'nltk', 'pattern', 'sklearn', 'spacy', 'textblob'];['CV', 'Classification', 'Clustering', 'ML', 'NLP', 'NN', 'Support Vector Machines'];['NLP', 'RL', 'natural language processing', 'neural network', 'recommend'];Extensive NLP;2020-06-05 03:28:46;2020-10-31 00:18:32;;0.0;Python_NLP_Tutorial;Textual Analysis
TiesdeKok;0;;Millions of developers and companies build, ship, and maintain their software on GitHub  the largest and most advanced development platform in the world.;A walk-through in how to obtain EDGAR data.;Accounting;Jupyter Notebook;['Jupyter Notebook: 67.1%', 'HTML: 32.9%'];;https://github.com/TiesdeKok/UW_Python_Camp/;1.0;['pattern', 'spacy'];['AI', 'Classification', 'ML', 'NLP', 'RL'];['NLP', 'natural language processing'];EDGAR;2018-07-10 18:03:52;2020-10-31 00:18:45;;0.0;UW_Python_Camp;Data, Parsing and APIs
tilde-lab;7;2018-02-15 15:14:16;Curated list of known efforts in materials informatics;Curated list of known efforts in materials informatics.;Construction & Engineering;;[];;https://github.com/tilde-lab/awesome-materials-informatics;0.2;[];[];['AI', 'ML', 'fit', 'model', 'predict'];Awesome Materials Informatics;2020-11-04 16:32:53;2020-10-31 00:29:37;93;0.494;awesome-materials-informatics;Material Science
