Date;Days Since Featured;Medium;Technology;Theme;link;scraped_at;subtitle;title;url;Title
2018-01-01;36;Image;['DCGAN', 'GAN'];Textile;http://www.aiartonline.com/community/diego-porres/;2020-12-02 00:51:40;GAN-generated Mexican and Guatemalan textiles;Diego Porres;https://mlart.co/item/gan-generated-mexican-and-guatemalan-textiles;
2018-01-01;36;Video;['CPPN', 'VAE', 'Raymarching', 'ANN'];['Music', 'Art', 'Abstract'];http://www.aiartonline.com/community/seung-joon-choi/;2020-12-02 00:51:47;Combining CPPN visuals and combining it with raymarching, VAE generated music;Seung Joon Choi;https://mlart.co/item/combining-cppn-visuals-and-combining-it-with-raymarching_-vae-generated-music;
2018-01-01;36;['Tutorial', 'Video'];['Reinforcement Learning', 'Mixture Density Networks', 'RNN', 'LSTM', 'CNN'];Imagination;https://worldmodels.github.io/;2020-12-02 00:51:54;A neural net-generated environment where reinforcement learning agents learn;David Ha, Jürgen Schmidhuber;https://mlart.co/item/a-neural-net-generated-environment-where-reinforcement-learning-agents-learn;
2018-01-01;36;Interactive installation;['AttnGAN', 'Machine translation', 'Speech to text'];Poetry;https://www.youtube.com/watch?v=bGAx9wyF8Ks;2020-12-02 00:52:15;A machine that creates live, generated, visual poetry from spoken poetry in any language;Eyal Gruss, Ayelet Sapirshtein, Vered Heruti;https://mlart.co/item/a-machine-that-creates-live_-generated_-visual-poetry-from-spoken-poetry-in-any-language;Pictures of *** Girls in Synthesis
2018-01-01;36;Chat;RNN;['Bias', 'Culture'];https://machine-learning-tokyo.github.io/seq2seq_bot/;2020-12-02 00:52:21;An RNN chatbot with a bias for sarcastic replies;Suzana Ilic;https://mlart.co/item/an-rnn-chatbot-with-a-bias-for-sarcastic-replies;
2018-01-01;36;Projector slides;GAN;Nature;http://www.aiartonline.com/community/jen-sykes/;2020-12-02 00:52:28;GAN-generated images from projector slides, printed, and projected;Jen Sykes;https://mlart.co/item/gan-generated-images-from-projector-slides_-printed_-and-projected;
2018-01-01;36;App;GAN;['History', 'Culture'];http://www.aiartonline.com/community/j-rosenbaum/;2020-12-02 00:52:35;GAN-generated roman statues with generative music and descriptions;J. Rosenbaum;https://mlart.co/item/gan-generated-roman-statues-with-generative-music-and-descriptions;
2018-01-01;36;Web App;['NNS', 'Edge Detection', 'CNN'];Culture;https://experiments.withgoogle.com/draw-to-art;2020-12-02 00:52:42;Match a user generated drawing with paintings, by extracting the features of the outline of an image and paring it with the drawings;Google Creative Lab, Google Arts & Culture Lab, IYOIYO;https://mlart.co/item/match-a-user-generated-drawing-with-paintings_-by-extracting-the-features-of-the-outline-of-an-image-and-paring-it-with-the-drawings;
2018-01-01;36;Installation;['Voice detection', 'RNN', 'Microphone'];Art;https://experiments.withgoogle.com/pleasefeedthelions;2020-12-02 00:52:49;Say a word and an RNN generates a poem which is displayed;Es Devlin, Ross Goodwin, Google Arts & Culture Lab;https://mlart.co/item/say-a-word-and-an-rnn-generates-a-poem-which-is-displayed;
2018-01-01;36;['Text', 'Handwriting'];['t-SNE', 'RNN'];['Nature', 'Language'];https://experiments.withgoogle.com/nimiia-cetii;2020-12-02 00:52:56;Detect movement from bacteria, cluster it with t-SNE, and use several RNNs to generate text, language, and voice from the data;Jenna Sutela, Google Arts & Culture Lab;https://mlart.co/item/detect-movement-from-bacteria_-cluster-it-with-t-sne_-and-use-several-rnns-to-generate-text_-language_-and-voice-from-the-data;
2018-01-01;36;Web App;UMAP;['Color', 'Culture'];https://experiments.withgoogle.com/art-palette;2020-12-02 00:53:03;Cluster artworks based on color;Simon Doury, Etienne Ferrier, Google Arts & Culture Lab;https://mlart.co/item/cluster-artworks-based-on-color;
2018-01-01;36;App;['CNN', 'Classification'];Culture;https://experiments.withgoogle.com/moma;2020-12-02 00:53:24;Use a camera and CNN to classify artworks in an exhibition;Google Arts & Culture Lab;https://mlart.co/item/use-a-camera-and-cnn-to-classify-artworks-in-an-exhibition;
2018-01-01;36;Web App;['t-SNE', 'CNN'];Culture;https://experiments.withgoogle.com/t-sne-map;2020-12-02 00:53:31;Map artworks with t-SNE;Cyril Diagne, Nicolas Barradeau, Simon Doury, Google Arts & Culture Lab;https://mlart.co/item/map-artworks-with-t-sne;
2018-01-01;36;Installation;['Hardware', 'SketchRNN', 'QuickDraw', 'Classifier'];Robotics;http://www.aiartonline.com/design/jessica-in-with-george-profenza-sam-price/;2020-12-02 00:53:38;A live, interactive drawing installation that facilitates collaboration between a human and a robot, the model is trained on the QuickDraw dataset and uses the QuickDraw Classifier, and a custom SketchRNN;Jessica In, George Profenza, Sam Price;https://mlart.co/item/a-live_-interactive-drawing-installation-that-facilitates-collaboration-between-a-human-and-a-robot_-the-model-is-trained-on-the-quickdraw-dataset-and-uses-the-quickdraw-classifier_-and-a-custom-sketchrnn;NORAA [Machinic Doodles]
2018-01-01;36;Image;['GAN', 'Heightfield', 'CAD'];Architecture;http://www.aiartonline.com/design/kyle-steinfeld/;2020-12-02 00:53:44;3D GAN generated architecture by converting CAD models to 2d tiled heightfield images;Kyle Steinfeld;https://mlart.co/item/3d-gan-generated-architecture-by-converting-cad-models-to-2d-tiled-heightfield-images;
2018-01-01;36;['Image', 'Collage'];CPPN;['Art', 'Abstract'];http://www.aiartonline.com/design/masaru-mizuochi/;2020-12-02 00:53:51;A collage with CPPN generated images;Masaru Mizuochi;https://mlart.co/item/a-collage-with-cppn-generated-images;
2018-01-01;36;Installation;Expression Detection;Abstract;http://www.aiartonline.com/community/maxime-plantady-and-evelyne-drouin/;2020-12-02 00:53:58;Light projections on a sculpture based on facial expressions;Maxime Plantady, Evelyne Drouin;https://mlart.co/item/light-projections-on-a-sculpture-based-on-facial-expressions;
2018-01-01;36;Video;GAN;Maps;http://www.aiartonline.com/community/maryna-taiberman-meredith-thomas/;2020-12-02 00:54:05;Train GAN on maps and project on naked bodies;Maryna Taiberman, Meredith Thomas;https://mlart.co/item/train-gan-on-maps-and-project-on-naked-bodies;
2018-01-01;36;Video;VAE;['Music', 'Education'];http://www.aiartonline.com/design/max-frenzel-2/;2020-12-02 00:54:13;Visualize how variables in a music VAE are updated on a 2D surface;Max Frenzel;https://mlart.co/item/visualize-how-variables-in-a-music-vae-are-updated-on-a-2d-surface;
2018-01-01;36;Video;['GAN', 'pix2pix'];['Art', 'Abstract'];http://www.aiartonline.com/design/naofumi-akimoto/;2020-12-02 00:54:34;Create a video with a conditional GAN using next frame predictions;Naofumi Akimoto;https://mlart.co/item/create-a-video-with-a-conditional-gan-using-next-frame-predictions;
2018-01-01;36;Lyrics;VAE;Music;http://www.aiartonline.com/community/olga-vechtomova/;2020-12-02 00:54:41;Generate lyrics with an VAE trained with seven different styles;Olga Vechtomova;https://mlart.co/item/generate-lyrics-with-an-vae-trained-with-seven-different-styles;
2018-01-01;36;Plugin;['CycleGAN', 'GAN'];Maps;http://www.aiartonline.com/design/nathan-vogel/;2020-12-02 00:54:49;Translate online maps to 19th century maps in real-time with CycleGAN;Nathan Vogel;https://mlart.co/item/translate-online-maps-to-19th-century-maps-in-real-time-with-cyclegan;
2018-01-01;36;Open Source;['VAE', 'Hardware', 'Point Cloud'];Generative Design;http://www.aiartonline.com/design/ardavan-bidgoli-pedro-veloso/;2020-12-02 00:54:56;VAE-generated 3D point clouds for different objects, interpolated with a MIDI controller;Ardavan Bidgoli, Pedro Veloso;https://mlart.co/item/vae-generated-3d-point-clouds-for-different-objects_-interpolated-with-a-midi-controller;
2018-01-01;36;Image;['GAN', 'Discriminator', 'Inpainting'];Art;http://www.aiartonline.com/art/alex-j-champandard/;2020-12-02 00:55:03;Extract patches from an image to generate a texture with a GAN discriminator;Alex J. Champandard;https://mlart.co/item/extract-patches-from-an-image-to-generate-a-texture-with-a-gan-discriminator;
2018-01-01;36;Website;RNN;Media;http://www.aiartonline.com/community/vit-ruzicka-eunsu-kang-david-gordon-ankita-patel-jacqui-fashimpaur-manzil-zaheer/;2020-12-02 00:55:10;RNN generated fake articles seeded by real-world article titles;Vít Růžička, Eunsu Kang, David Gordon, Ankita Patel, Jacqui Fashimpaur, Manzil Zaheer;https://mlart.co/item/rnn-generated-fake-articles-seeded-by-real-world-article-titles;
2018-01-01;36;Song;['VAE', 'Watson Beat'];Music;http://www.aiartonline.com/music/dj-beep-code/;2020-12-02 00:55:16;Generate a melody with Watson Beat and remix it to generate a song called Genesis;Taryn Southern, DJ beep code;https://mlart.co/item/generate-a-melody-with-watson-beat-and-remix-it-to-generate-a-song-called-genesis;
2018-01-01;36;Web App;['pix2pix', 'GAN'];Design;http://www.aiartonline.com/design/emil-wallner/;2020-12-02 00:55:24;Generate a logo from a drawing using pix2pix HD;Emil Wallner;https://mlart.co/item/generate-a-logo-from-a-drawing-using-pix2pix-hd;
2018-01-01;36;Image;['pix2pix', 'U-net'];['Photography', 'Colorization'];https://github.com/emilwallner/Coloring-greyscale-images;2020-12-02 00:55:45;Colorize modern B&W photographs with a U-net;Emil Wallner;https://mlart.co/item/colorize-modern-bandw-photographs-with-a-u-net;
2018-01-01;36;['Open Source', 'Tutorial'];['Image Captioning', 'pix2code', 'RNN', 'LSTM', 'CNN'];['Web', 'Education'];https://thenextweb.com/syndication/2018/02/11/can-train-ai-convert-design-mockups-html-css/;2020-12-02 00:55:52;Use an image captioning model, pix2code, to translate design mockups into a website;Emil Wallner;https://mlart.co/item/use-an-image-captioning-model_-pix2code_-to-translate-design-mockups-into-a-website;
2018-01-01;36;Installation;['Camera', 'CNN', 'RNN'];Art;http://www.aiartonline.com/community/christian-mio-loclair-waltz-binaire/;2020-12-02 00:55:59;A computer looks at itself with a camera and translates image features into text with an RNN;Christian Mio Loclair, Waltz Binaire;https://mlart.co/item/a-computer-looks-at-itself-with-a-camera-and-translates-image-features-into-text-with-an-rnn;
2018-01-01;36;Video;GAN;Nature;http://www.aiartonline.com/community/casey-reas/;2020-12-02 00:56:06;GAN generated video of scanned plants inspired by Stan Brakhage;Casey Reas;https://mlart.co/item/gan-generated-video-of-scanned-plants-inspired-by-stan-brakhage;
2018-01-01;36;Textile;GAN;Art;http://www.aiartonline.com/design/sonam-damani-nitya-raviprakash-meghana-joshi-puneet-agrawal/;2020-12-02 00:56:14;Generate GAN images and weave the generated images;Sonam Damani, Nitya Raviprakash, Meghana Joshi, Puneet Agrawal;https://mlart.co/item/generate-gan-images-and-weave-the-generated-images;
2018-01-01;36;Web App;['CNN', 'Classification'];Discrimination;http://www.aiartonline.com/community/sey-min/;2020-12-02 00:56:21;Take a selfie and use a CNN to determine how likely you are to be a k-pop star;Sey Min;https://mlart.co/item/take-a-selfie-and-use-a-cnn-to-determine-how-likely-you-are-to-be-a-k-pop-star;
2018-01-01;36;Image;GAN;Art;http://www.aiartonline.com/community/boris-boege/;2020-12-02 00:56:27;Portrait generating GAN;Boris Boege;https://mlart.co/item/portrait-generating-gan;
2018-01-01;36;Image;['GAN', 'Weights'];['Art', 'Glitch'];http://www.aiartonline.com/community/josh-urban-davis/;2020-12-02 00:56:34;Creating Glitch art by modifying GAN weights;Josh Urban Davis;https://mlart.co/item/creating-glitch-art-by-modifying-gan-weights;
2018-01-01;36;Image;GAN;['Art', 'Horror'];http://www.aiartonline.com/community/harshit-agrawal/;2020-12-02 00:56:55;GAN created on images of surgical dissections;Harshit Agrawal;https://mlart.co/item/gan-created-on-images-of-surgical-dissections;
2018-01-01;36;Painting;['CNN', 'Hardware'];Art;http://www.aiartonline.com/art/pindar-van-arman/;2020-12-02 00:57:02;Generate art with a camera and robot arm;Pindar Van Arman;https://mlart.co/item/generate-art-with-a-camera-and-robot-arm;
2018-01-01;36;Image;CNN;Art;http://www.aiartonline.com/community/katerina-malakhova/;2020-12-02 00:57:10;Visualize the latent representation of a grandmother in a CNN;Katerina Malakhova;https://mlart.co/item/visualize-the-latent-representation-of-a-grandmother-in-a-cnn;
2018-01-01;36;Print;['CNN', 'Inception', 'Classification'];['Art', 'Abstract'];http://www.aiartonline.com/art/joanne-hastie/;2020-12-02 00:57:16;Paint 12 shapes, algorithmically combine the forms, use the Inception Classifier to select artworks, and then paint the final selection;Joanne Hastie;https://mlart.co/item/paint-12-shapes_-algorithmically-combine-the-forms_-use-the-inception-classifier-to-select-artworks_-and-then-paint-the-final-selection;
2018-01-01;36;Web App;['CPPN', 'Microphone'];Art;http://www.aiartonline.com/design/xavier-snelgrove-and-matthew-tesfaldet/;2020-12-02 00:57:23;Generate shader-like animations with CPPN using microphone prompts;Xavier Snelgrove and Matthew Tesfaldet;https://mlart.co/item/generate-shader-like-animations-with-cppn-using-microphone-prompts;
2018-01-01;36;Image;['RNN', 'LSTM', 'CNN'];['Gender', 'Culture'];http://annaridler.com/all-her-beautiful-green-remains-in-tears;2020-12-02 00:57:30;A voiceover via a CNN and RNN for Walt Disney's Nature's Half Acre (1951) trained on text from female protagonists in romance novels;Anna Ridler;https://mlart.co/item/a-voiceover-via-a-cnn-and-rnn-for-walt-disney_s-nature_s-half-acre-_1951_-trained-on-text-from-female-protagonists-in-romance-novels;
2018-01-01;36;Image;GAN;Art;http://annaridler.com/traces-of-things;2020-12-02 00:57:37;A GAN trained on Maltese photography and as well as the GAN-generated images themselves;Anna Ridler;https://mlart.co/item/a-gan-trained-on-maltese-photography-and-as-well-as-the-gan-generated-images-themselves;
2018-01-01;36;GIF;['GAN', 'Progressively Grown GAN'];Art;https://twitter.com/genekogan/status/1058759055056035840;2020-12-02 00:57:44;Progressively-grown GAN trained on WikiArts;Gene Kogan;https://mlart.co/item/progressively-grown-gan-trained-on-wikiarts;
2018-01-01;36;Installation;GAN;['Nature', 'Art'];https://www.sarahmeyohas.com/projects/cloud-of-petals;2020-12-02 00:58:05;A GAN trained on a personal dataset of 100k individual petals and interpolated in a collage;Sarah Meyohas;https://mlart.co/item/a-gan-trained-on-a-personal-dataset-of-100k-individual-petals-and-interpolated-in-a-collage;
2018-01-01;36;Live Performance;['StyleTransfer', 'Camera'];Art;Use Style Transfer from creatures and plants, to create new creatures, printed;2020-12-02 00:58:12;A camera takes a photo and a Style Transfer model translates it into a sketch, while Susie Rong Fu makes a portrait of the same person;Susie Rong Fu;https://mlart.co/item/a-camera-takes-a-photo-and-a-style-transfer-model-translates-it-into-a-sketch_-while-susie-rong-fu-makes-a-portrait-of-the-same-person;
2018-01-01;36;Installation;['Magenta', 'VAE', 'NSynth', 'Wavenet'];['Nature', 'Culture'];https://blogs.bl.uk/digital-scholarship/2019/01/bl-labs-2018-artistic-award-winner-another-intelligence-sings.html;2020-12-02 00:58:19;Blend sounds from Wavenet trained on field recordings, and NSynth tuned on nature sounds from British Library Wildlife and Environmental Sounds archive;Baum & Leahy;https://mlart.co/item/blend-sounds-from-wavenet-trained-on-field-recordings_-and-nsynth-tuned-on-nature-sounds-from-british-library-wildlife-and-environmental-sounds-archive;
2018-01-01;36;Video;['CNN', 'Face markers'];['Culture', 'Bias'];https://emalliaraki.com/Proletariat-ai;2020-12-02 00:58:26;Use a pre-trained CNN to expose bias in machine learning-based recruiting processes;Eirini Malliaraki;https://mlart.co/item/use-a-pre-trained-cnn-to-expose-bias-in-machine-learning-based-recruiting-processes;
2018-01-01;36;Performance;['Grannma Magnet', 'RNN', 'GAN'];Sound;https://www.memo.tv/works/ultrachunk/;2020-12-02 00:58:33;Train an audio RNN and GAN on Jennifer Walshe's video performances, and generate music and visuals real-time during a duet with the artist and model;Jennifer Walshe, Memo Akten;https://mlart.co/item/train-an-audio-rnn-and-gan-on-jennifer-walshe_s-video-performances_-and-generate-music-and-visuals-real-time-during-a-duet-with-the-artist-and-model;
2018-01-01;36;Sound;['Grannma Magnet', 'RNN'];Sound;https://www.memo.tv/works/grannma-magnet/;2020-12-02 00:58:40;RNN model trained on sounds and morphing trajectories in latent space z;Memo Akten;https://mlart.co/item/rnn-model-trained-on-sounds-and-morphing-trajectories-in-latent-space-z;
2018-01-01;36;Image;['GAN', 'cDCGAN'];Language;https://joelsimon.net/dimensions-of-dialogue.html;2020-12-02 00:58:47;Use a word vector to generate an image, and a discriminator to detect the word vector from the generated image, similar to a GAN;Joel Simon;https://mlart.co/item/use-a-word-vector-to-generate-an-image_-and-a-discriminator-to-detect-the-word-vector-from-the-generated-image_-similar-to-a-gan;
2018-01-01;36;Installation;['GAN', 'Houdini', 'ESR-GAN'];Opera;https://refikanadol.com/works/wdch-dreams/;2020-12-02 00:58:53;A PCGAN trained from the orchestra’s digital archives at the Walt Disney Concert Hall, the GAN-generated images are then animated with Houdini and projected on the walls of the concert hall;Refik Anadol Studio, Parag K. Mital, and LA Philharmonic;https://mlart.co/item/a-pcgan-trained-from-the-orchestra_s-digital-archives-at-the-walt-disney-concert-hall_-the-gan-generated-images-are-then-animated-with-houdini-and-projected-on-the-walls-of-the-concert-hall;
2018-01-01;36;Visulization;t-SNE;Music;https://twitter.com/pkmital/status/1043583454632239104;2020-12-02 00:59:14;Extract features from 4.7M audio segments and create a tool to play and visualize the audio files;Parag K. Mital;https://mlart.co/item/extract-features-from-4_7m-audio-segments-and-create-a-tool-to-play-and-visualize-the-audio-files;
2018-01-01;36;Book;['RNN', 'CNN', 'Image Captioning', 'Camera'];Language;https://www.youtube.com/watch?v=TqsW0PMd8R0&feature=emb_logo&ab_channel=OscillatorMedia;2020-12-02 00:59:21;Put a camera on a car to create a road trip novel, by translating CNN features to text, and using it as a prompt for a text generating model;Ross Goodwin;https://mlart.co/item/put-a-camera-on-a-car-to-create-a-road-trip-novel_-by-translating-cnn-features-to-text_-and-using-it-as-a-prompt-for-a-text-generating-model;
2018-01-01;36;Video;['RNN', 'LSTM', 'Deep Fakes'];['Movies', 'Culture'];https://www.youtube.com/watch?v=vUgUeFu2Dcw&feature=emb_title&ab_channel=ArsTechnica;2020-12-02 00:59:28;Augment and cut an exiting film with an LSTM generated screenplay, voice synthesis, and face-swapping;Ross Goodwin, Oscar Sharp;https://mlart.co/item/augment-and-cut-an-exiting-film-with-an-lstm-generated-screenplay_-voice-synthesis_-and-face-swapping;
2018-07-01;30;Video projection;['StyleTransfer', 'Multi-Style Transfer'];Architecture;https://vimeo.com/296891128;2020-12-02 00:59:35;Recurrent application of Style Tranfer and 3D videomapping projected on building;Vadim Epstein;https://mlart.co/item/recurrent-application-of-style-tranfer-and-3d-videomapping-projected-on-building-;
2017-10-01;36;GIF;['DeepDream', 'Gradient Smoothing'];Art;https://twitter.com/genekogan/status/918501190106796037;2020-12-02 00:59:43;Apply Gradient Smoothing to create an infinite pattern from DeepDream;Gene Kogan;https://mlart.co/item/apply-gradient-smoothing-to-create-an-infinite-pattern-from-deepdream;
2018-01-01;36;Video;['Style Transfer', 'Contentless'];['Art', 'Nature'];https://vimeo.com/246047871;2020-12-02 00:59:49;Video texture synthesis using contentless Style Transfer;Gene Kogan;https://mlart.co/item/video-texture-synthesis-using-contentless-style-transfer;
2017-01-01;36;Image;['GAN', 'DCGAN'];['Art', 'Renaissance'];https://github.com/robbiebarrat/art-DCGAN;2020-12-02 00:59:57;GAN-generated Renaissance paintings using the WikiArt dataset;Robbie Barrat;https://mlart.co/item/gan-generated-renaissance-paintings-using-the-wikiart-dataset;
2017-01-01;36;Video;['pix2pix', 'GAN'];['Art', 'Horror'];https://twitter.com/quasimondo/status/817382760037945344;2020-12-02 01:00:04;A next frame prediction using pix2pix feeding the newly generated image repeatedly;Mario Klingemann;https://mlart.co/item/a-next-frame-prediction-using-pix2pix-feeding-the-newly-generated-image-repeatedly;
2017-01-01;36;Web App;['pix2pix', 'GAN'];Culture;https://affinelayer.com/pixsrv/;2020-12-02 01:00:47;Turn a drawing into a cat in a web browser;Christopher Hesse;https://mlart.co/item/turn-a-drawing-into-a-cat-in-a-web-browser;
2017-01-01;36;Lyrics;RNN;Music;https://www.nme.com/news/music/teenager-builds-rapping-ai-using-kanye-west-lyrics-2020222;2020-12-02 01:00:55;Kanye West RNN lyrics generator;Robbie Barrat;https://mlart.co/item/kanye-west-rnn-lyrics-generator;
2017-01-01;36;Web App;['RNN', 'QuickDraw'];Culture;https://arxiv.org/abs/1704.03477;2020-12-02 01:01:02;Generative vector doodles with an RNN;David Ha, Douglas Eck;https://mlart.co/item/generative-vector-doodles-with-an-rnn;
2017-01-01;36;Image;['CNN', 'NNS'];['Culture', 'Media'];https://twitter.com/dribnet/status/864727561544228864;2020-12-02 01:01:09;Pairing New Yorker front-pages by measuring the distance from features extracted from a CNN;Tom White;https://mlart.co/item/pairing-new-yorker-front-pages-by-measuring-the-distance-from-features-extracted-from-a-cnn;
2017-01-01;36;Video;Style Transfer;['Art', 'Glitch'];https://twitter.com/prostheticknowl/status/935284924713717761?s=20;2020-12-02 01:01:17;Apply Slic Superpixels and Style2Paint to Jacob Sutton's music video;Lulu xXX, Jacob Sutton;https://mlart.co/item/apply-slic-superpixels-and-style2paint-to-jacob-sutton_s-music-video;
2017-01-01;36;Web App;['RNN', 'NNS'];Design;https://www.blog.google/topics/machine-learning/fast-drawing-everyone/;2020-12-02 01:01:25;Classifies drawings and matches them with professional graphics;Dan Motzenbecker and Kyle Phillips, Google Creative Lab;https://mlart.co/item/classifies-drawings-and-matches-them-with-professional-graphics;
2017-01-01;36;['Web App', 'Game'];['CNN', 'Classification'];Culture;https://experiments.withgoogle.com/quick-draw;2020-12-02 01:01:31;A user is challenged to draw an object and a CNN model tells if you are correct;Jonas Jongejan, Henry Rowley, Takashi Kawashima, Jongmin Kim, Nick Fox-Gieg, Google Creative Lab;https://mlart.co/item/a-user-is-challenged-to-draw-an-object-and-a-cnn-model-tells-if-you-are-correct;
2017-01-01;36;App;['CNN', 'Translation'];Culture;https://experiments.withgoogle.com/thing-translator;2020-12-02 01:01:39;Take a picture of something to hear how to say it in a different language;Dan Motzenbecker, Google Creative Lab;https://mlart.co/item/take-a-picture-of-something-to-hear-how-to-say-it-in-a-different-language;
2017-01-01;36;Web App;['RNN', 'Magenta'];Music;https://experiments.withgoogle.com/ai-duet;2020-12-02 01:02:10;A user plays a few keys on a piano and an RNN model generates more according to your input;Yotam Mann, Google Creative Lab;https://mlart.co/item/a-user-plays-a-few-keys-on-a-piano-and-an-rnn-model-generates-more-according-to-your-input;
2017-01-01;36;['Visualization', 'Web App'];RNN;Nature;https://experiments.withgoogle.com/ai/bird-sounds/view/;2020-12-02 01:02:17;Thousands of bird sounds visualized using an RNN model;Manny Tan, Kyle McDonald, Google Creative Lab;https://mlart.co/item/thousands-of-bird-sounds-visualized-using-an-rnn-model;
2017-01-01;36;Web App;RNN;Culture;https://experiments.withgoogle.com/handwriting-with-a-neural-net;2020-12-02 01:02:29;An RNN model generates handwriting based on your style;Shan Carter, David Ha, Ian Johnson, Chris Olah, Google Creative Lab;https://mlart.co/item/an-rnn-model-generates-handwriting-based-on-your-style;
2017-01-01;36;Web App;['VAE', 'Magenta'];Music;https://experiments.withgoogle.com/sound-maker;2020-12-02 01:02:36;A tool to mix the latent space of two instruments;Yotam Mann, Google Creative Lab;https://mlart.co/item/a-tool-to-mix-the-latent-space-of-two-instruments;
2017-01-01;36;['Web App', 'Visualization'];t-SNE;Music;https://experiments.withgoogle.com/drum-machine;2020-12-02 01:02:44;A visual map of drum sound made by extracting the features and clustering them with t-SNE;Manny Tan, Kyle McDonald, Google Creative Lab;https://mlart.co/item/a-visual-map-of-drum-sound-made-by-extracting-the-features-and-clustering-them-with-t-sne;
2017-01-01;36;Device;['CNN', 'Hardware'];['Culture', 'Education'];https://experiments.withgoogle.com/objectifier-spatial-programming;2020-12-02 01:02:59;A CNN model in a device that collects data and is auto trained to make an action;Bjørn Karmann, Google Creative Lab;https://mlart.co/item/a-cnn-model-in-a-device-that-collects-data-and-is-auto-trained-to-make-an-action;
2017-01-01;36;Visualization;t-SNE;Education;https://experiments.withgoogle.com/visualizing-high-dimensional-space;2020-12-02 01:03:07;Generates a 3D t-SNE map to visualize high-dimensional data;Daniel Smilkov, Fernanda Viégas, Martin Wattenberg, the Big Picture team, Google Creative Lab;https://mlart.co/item/generates-a-3d-t-sne-map-to-visualize-high-dimensional-data;
2017-01-01;36;Web App;RNN;Culture;https://experiments.withgoogle.com/sketch-rnn-demo;2020-12-02 01:03:14;An RNN model generates doodles based on your style;David Ha, Jonas Jongejan, Ian Johnson, Google Creative Lab;https://mlart.co/item/an-rnn-model-generates-doodles-based-on-your-style;
2017-01-01;36;Web App;['RNN', 'NNS'];Design;https://experiments.withgoogle.com/font-map;2020-12-02 01:03:21;Measure the distance between CNN features to pair fonts;Kevin Ho, Google Creative Lab;https://mlart.co/item/measure-the-distance-between-cnn-features-to-pair-fonts;
2017-01-01;36;Open Source;RNN;Music;https://experiments.withgoogle.com/nsynth-super;2020-12-02 01:03:28;Making music using new sounds generated with machine learning;Magenta, Google Creative Lab;https://mlart.co/item/making-music-using-new-sounds-generated-with-machine-learning;
2017-01-01;36;['Device', 'Game'];['ANN', 'Hardware'];Culture;https://experiments.withgoogle.com/rock-paper-scissors;2020-12-02 01:03:35;Rock-Paper-Scissors game based on a robot with sensors, an ANN classifies the sensory data;Kaz Sato, Google Creative Lab;https://mlart.co/item/rock-paper-scissors-game-based-on-a-robot-with-sensors_-an-ann-classifies-the-sensory-data;
2017-01-01;36;['Visualization', 'Web App'];['CNN', 'Camera'];Education;https://experiments.withgoogle.com/what-neural-nets-see;2020-12-02 01:03:42;Visualize the layers of a CNN with your camera;Gene Kogan;https://mlart.co/item/visualize-the-layers-of-a-cnn-with-your-camera;
2017-01-01;36;Image;GAN;Architecture;http://www.aiartonline.com/design/318/;2020-12-02 01:03:49;GAN generated images of architecture plans;Tyler Kvochick;https://mlart.co/item/gan-generated-images-of-architecture-plans;
2017-01-01;36;Installation;['GAN', 'Discriminator'];Art;http://salavon.com/work/genmo/media/42/;2020-12-02 01:04:13;Reconstruct images by introploating a collage of GANs and guiding it with a GAN discriminator;Jason Salavon;https://mlart.co/item/reconstruct-images-by-introploating-a-collage-of-gans-and-guiding-it-with-a-gan-discriminator;
2017-01-01;36;Video;pix2pix;Nature;http://www.aiartonline.com/community/damien-henry/;2020-12-02 01:04:20;Pix2pix repeatedly takes the generated output as the new input to create a one-hour long video of train windows;Damien Henry;https://mlart.co/item/pix2pix-repeatedly-takes-the-generated-output-as-the-new-input-to-create-a-one-hour-long-video-of-train-windows;
2017-01-01;36;Web App;['t-SNE', 'CNN'];Culture;https://experiments.withgoogle.com/curator-table;2020-12-02 01:04:27;Organise the features of an image with t-SNE, and visualize the similarity between artworks;Cyril Diagne, Simon Doury, Google Arts & Culture Lab;https://mlart.co/item/organise-the-features-of-an-image-with-t-sne_-and-visualize-the-similarity-between-artworks;
2017-01-01;36;['Image', 'Open Source'];Style Transfer;Art;https://github.com/alexjc/neural-doodle;2020-12-02 01:04:34;Translate two-bit doodles into paintings with Semantic Style Transfer;Alex J. Champandard;https://mlart.co/item/translate-two-bit-doodles-into-paintings-with-semantic-style-transfer;
2017-01-01;36;Open Source;['Image Captioning', 'pix2code', 'RNN', 'LSTM', 'CNN'];Web;https://arxiv.org/abs/1705.07962;2020-12-02 01:04:41;Translate image features from a graphical user interface to RNN generated website;Tony Beltramelli;https://mlart.co/item/translate-image-features-from-a-graphical-user-interface-to-rnn-generated-website;
2017-01-01;36;Video;['CNN', 'Classification', 'Camera'];Web;https://airbnb.design/sketching-interfaces/;2020-12-02 01:04:48;Use a CNN to classify low fidelity wireframes to mobile app components;Benjamin Wilkins, J.H. Gold;https://mlart.co/item/use-a-cnn-to-classify-low-fidelity-wireframes-to-mobile-app-components;
2017-01-01;36;Image;['Style Transfer', 'Texture synthesis'];Texture;http://www.aiartonline.com/community/xavier-snelgrove/;2020-12-02 01:04:54;Create a texture by combining two images with Style Transfer;Xavier Snelgrove;https://mlart.co/item/create-a-texture-by-combining-two-images-with-style-transfer;
